LON,LAT,EDO,CLAVE,ESTACION,abr-23
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, Méx.",8.7
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, Méx.",31
-99.8,19.633333,MEX,SMLMX,"Santa María del Llano, Méx.",53
-98.895833,19.258333,MEX,SNLMX,"Chalco San Lucas, Méx.",9.4
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, Méx.",22.01
-99.935833,18.931389,MEX,TESMX,"Texcaltitlán, Méx.",42.31
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, Méx.",8.9
-99.961389,19.660833,MEX,TPTMX,"San Andrés Tepetitlán, Méx.",20.67
-99.6125,19.428056,MEX,TROMX,"Trojes, Méx.",27.04
-99.243611,19.466389,MEX,TTLMX,"Totolica hidrométrica, Méx.",7.5
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, Méx.",14.01
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, Méx.",10
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, Méx.",9.4
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",0
-101.259167,19.629722,MICH,COIMC,"Cointzio, Mich.",6.3
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",3.5
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",0
-102.6,19.958333,MICH,JARMC,"Jaripo, Mich.",0
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",0
-100.873611,19.829167,MICH,MLPMC,"Malpaís, Mich.",0.01
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",0
-101.176111,19.688611,MICH,MORMC,"Morelia DDR 020, Mich.",14.11
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",0
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",14.5
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",0
-102.283056,20.3375,MICH,YURMC,"Yurécuaro, Mich.",0
-101.931944,18.921111,MICH,ZICMC,"Zicuirán, Mich.",0
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",10.1
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",7.3
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",18.2
-98.771111,18.755278,MOR,AMIMR,"Amilcingo, Mor.",38.5
-99.463611,18.68,MOR,APAMR,"Apancingo, Mor.",36.6
-98.928056,18.936667,MOR,ATLMR,"Atlatlahucan, Mor.",6.7
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",11
-98.714444,18.583056,MOR,CAYMR,"Cayehuacan, Mor.",5.73
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",0.03
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",3.54
-99.324722,18.862778,MOR,CUNMR,"Cuentepec, Mor.",16.5
-98.954167,18.828611,MOR,CUSMR,"Cuautla SMN, Mor.",1.2
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",6.02
-98.786667,18.690556,MOR,ELPMR,"El Peñón, Mor.",24.01
-99.424167,18.608333,MOR,HUAMR,"Huajintlán, Mor.",4
-99.267222,19.045,MOR,HUCMR,"Centro Bachillerato Tecnológico Agropecuario 154 Huitzilac, Mor.",24.71
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",7.11
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",28.32
-99.025,18.44,MOR,HUTMR,"Huautla, Mor.",2.5
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de Tecnología del Agua, Mor. SMN*",4.53
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",27.01
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",1
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",7.41
-99.372778,18.757222,MOR,MIAMR,"Miacatlán, Mor.",3.7
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",2.03
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",18
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",10.03
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",5
-99.429167,18.8675,MOR,PAPMR,"Palpan, Mor.",4
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",6.53
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",10.61
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",17.32
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",31.7
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",9.2
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",11.9
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",11.81
-98.689722,18.876389,MOR,TETMR,"Tetela del Volcán, Mor.",4
-99.103889,18.794167,MOR,TICMR,"Ticumán, Mor.",5.6
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",17.92
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",37.04
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",22.41
-98.9,18.9,MOR,TLYMR,"Tlayacapan, Mor.",7.2
-99.241667,19.054167,MOR,TMAMR,"Tres Marías, Mor.",19.85
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",1.7
-99.1,18.691667,MOR,TMPMR,"Temilpa, Mor.",3.7
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",8.8
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",9.3
-99.072778,18.971389,MOR,TPZMR,"Tepoztlán, Mor.",2.03
-99.259722,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",2.71
-99.3875,18.731389,MOR,VIAMR,"Vista Alegre, Mor.",10.5
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",10.2
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",8.93
-98.858333,18.891667,MOR,YEEMR,"Yecapixtla ETA 118, Mor.",18.71
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",1.1
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",0
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",0
-104.5,21.944167,NAY,CHPNR,"Chapalagana, Nay.",0
-104.450833,21.428333,NAY,CJNNR,"Leonardo Rodríguez Alcaine, Nay.",0
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",0
-104.516944,22.250833,NAY,JMANR,"Jesús María, Nay.",0
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",0
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",0
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",0
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",0
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",21.5
-99.911667,24.321944,NL,ASCNL,"La Ascensión, N.L.",20
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",223.45
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",153.21
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",142.03
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",32.23
-99.399722,24.9375,NL,CPRNL,"José López Portillo, N.L.",132.52
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",186.7
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",25.53
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",68.5
-100.128056,25.428056,NL,LBCNL,"Rodrigo Gómez, N.L.",115.42
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",58.05
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",102.84
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",29.14
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",148.01
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",20.01
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",16
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",12.1
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",38.7
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",38.4
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",118.8
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",0.71
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",6.5
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",3.5
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de León, Oax.",36.71
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de León, Oax.",30.2
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",0.01
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",214.5
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Juárez, Oax.",0
-95.483333,17.45,OAX,MAROX,"María Lombardo, Oax.",54.44
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",72.81
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",5.9
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",0
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",71.23
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Angel, Oax.",0
-95.481389,16.585278,OAX,RHOOX,"Río Hondo, Oax.",1
-95.916667,17.733333,OAX,RMLOX,"Río Manso Lalana, Oax.",203.4
-97.725,16.102778,OAX,RVEOX,"Río Verde, Oax.",0
-96.549722,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",51.5
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",0
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",101
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",101.3
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",52.11
-96.412222,18.232222,OAX,TEMOX,"Presidente Alemán, Oax.",79.9
-95.6,16.416667,OAX,TEQOX,"Tequisistlán, Oax.",0
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",50.51
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",125.83
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",24.21
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",0
-97.418056,19.45,PUE,ACHPB,"Alchichica, Pue.",11.736
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",55.9
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",24.31
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",32.8
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",43
-98.148056,20.033056,PUE,AHUPB,"Ahuazotepec, Pue.",34.3
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",268
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",89.3
-97.881111,20.385833,PUE,AVCPB,"Ávila Camacho, Pue.",290.31
-98.108611,18.9125,PUE,BDDPB,"Manuel Ávila Camacho, Pue.",26.011
-97.441667,18.983889,PUE,CDSPB,"Ciudad Serdán, Pue.",50.5
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",18.5
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",7.503
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",22.5
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",0.1
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",47.5
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",23.912
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",8.201
-98.059444,19.093056,PUE,CPLPB,"Capulac, Pue.",0
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",446.03
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",43
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",5.204
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",25.2
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",105.502
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitlán, Pue.",27.14
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",7.001
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",19.041
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",29.51
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",139.3
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",86.6
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",9.037
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",36
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",0.002
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",110.5
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",29.9
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",50.1
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",402.5
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",15.003
-97.205556,20.133889,PUE,SJAPB,"San José Acateno, Pue.",203.002
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",2.003
-98.433889,19.298611,PUE,SMTPB,"San Martín Texmelucan, Pue.",39.8
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",142.22
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",36.5
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",234.5
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",92.8
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",9.1
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",15
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",53.5
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",137
-97.36,19.815278,PUE,TEZPB,"Teziutlán, Pue.",82.503
-96.835833,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",91.001
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",25.824
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",109.602
-97.668056,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",102.7
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",142.704
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",80.5
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",44.021
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",38.2
-100.424444,20.504167,QRO,BATQT,"El Batán, Qro.",0
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",0
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",16.1
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",0
-100.413056,20.567222,QRO,GHQQT,"Gerencia Hidalgo, Qro.",0
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",6.9
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",0
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",0
-100.369444,20.563333,QRO,OBSQT,"Observatorio de Querétaro, Qro.",0
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",17.52
-100,20.3625,QRO,SJSQT,"San José, Qro.",20.61
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo",43.12
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo",21.6
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo",25
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo",101
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",0
-108.7,25.7,SIN,ARCSI,"Adolfo Ruiz Cortines, Sin.",0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",0
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",0
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",0
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",0
-108.3275,26.103056,SIN,GBESI,"Ing. Guillermo Blake Aguilar, Sin.",0
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Díaz Ordaz, Sin.",0
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",0
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",0
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",0
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",0
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",0
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",0
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",0
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",0
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0
-107.756111,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",0
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",0
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",0
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",0
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrométrica, Sin.",0
-107.139444,24.800556,SIN,SNLSI,"Sanalona, Sin.",0
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0
-107.059722,24.751111,SIN,VINSI,"Vinoramas, Sin.",0
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",0
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",32.1
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",93.1
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",75.6
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",114.91
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",48.7
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",68.8
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",144.8
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",61.7
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",61.31
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",132.2
-98.773333,22.003611,SLP,TMISL,"Observatorio de Tamuín, S.L.P.",55.92
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",213.6
-99.146111,21.8225,SLP,TNCSL,"Tanchachín, S.L.P.",74.1
-109.887778,27.75,SON,AGCSO,"Agua Caliente, Son.",0
-109.8925,27.8225,SON,AOBSO,"Alvaro Obregón, Son.",0
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",0
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",0
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",0
-109.492222,27.011944,SON,CINSO,"Casa del Ciano, Son.",0
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",0
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",0
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",0
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",0
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",5.4
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",14.6
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",1
-93,17.975,TAB,GONTB,"González, Tab.",1.4
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",0.3
-92.929444,17.98,TAB,OBSTB,"Observatorio de Villahermosa, Tab.",4.8
-92.75,17.380556,TAB,OXOTB,"Oxolotán, Tab.",127.4
-93.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",19.3
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",24.9
-93.275556,17.996944,TAB,SAMTB,"Samaria, Tab.",43.3
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",2
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",27
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",32.7
-98.39,24.065556,TAMP,ABSTP,"Abasolo, Tamps.",60.6
-99.145556,22.986944,TAMP,AHLTP,"Ahualulco, Tamps.",61.1
-99.123056,24.080556,TAMP,BR1TP,"El Barretal Uno, Tamps.",178.1
-99.215,24.1025,TAMP,BRRTP,"El Barretal, Tamps.",155.2
-98.5975,26.238056,TAMP,CDOTP,"S J 2 18 Ciudad Díaz Ordaz, Tamps.",167.7
-98.8,26.25,TAMP,CMGTP,"S J 2 11 Camargo, Tamps.",109.2
-99.148611,26.430556,TAMP,CMRTP,"Mier, Tamps.",50.82
-99.166667,23.716667,TAMP,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",174.9
-99.1875,23.730278,TAMP,CVTTP,"Ciudad Victoria, Tamps.",133.5
-99.078611,23.384444,TAMP,ENNTP,"La Encantada, Tamps.",23.5
-98.691667,22.605,TAMP,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",30.9
-99.120556,22.852778,TAMP,LSRTP,"La Servilleta, Tamps.",33.71
-99.551944,24.567778,TAMP,MAGTP,"Magueyes, Tamps.",158.11
-97.433333,25.833333,TAMP,MATTP,"Matamoros, Tamps.",72.91
-99.040833,26.374167,TAMP,MGATP,"S J 1 2 Miguel Alemán, Tamps.",96.51
-98.705556,22.795833,TAMP,MGSTP,"Magiscatzín Dos, Tamps.",74.91
-99.434444,24.2525,TAMP,MHGTP,"Miguel Hidalgo, Tamps.",76.5
-98.925556,26.204722,TAMP,MRGTP,"Marte Rodolfo Gómez, Tamps.",48.9
-98.903611,24.043889,TAMP,PADTP,"Padilla, Tamps.",116.4
-97.8,25.8,TAMP,PANTP,"Pueblo Anáhuac, Tamps.",84.93
-98.745833,23.726667,TAMP,PDMTP,"Paso de Molina, Tamps.",58.5
-99.019167,24.208056,TAMP,PILTP,"Pilón, Tamps.",147.1
-99.555833,24.2475,TAMP,PJMTP,"Pedro José Méndez, Tamps.",85.8
-99.597778,24.184444,TAMP,PVLTP,"Puerto de Valles, Tamps.",98.8
-97.991944,23.259444,TAMP,RSPTP,"República Española, Tamps.",43.6
-98.883333,26.166667,TAMP,RYNTP,"S J 2 9 Reynosa, Tamps.",155.1
-99.093056,23.031389,TAMP,SBNTP,"Sabinas, Tamps.",57.9
-98.869444,22.784444,TAMP,SDATP,"Saca de Agua, Tamps.",85.2
-98.7875,23.084167,TAMP,SGBTP,"San Gabriel, Tamps.",23.51
-98.208889,23.762222,TAMP,SLMTP,"Observatorio de Soto la Marina, Tamps.",86.9
-98.791389,22.943889,TAMP,SLZTP,"Lic. Emilio Portes Gil, Tamps.",54
-99.274167,24.0225,TAMP,STETP,"Santa Engracia, Tamps.",72.04
-97.876111,22.238333,TAMP,TMPTP,"Sistema Lagunario del Río Tamesí, Tamps.",19
-98.421944,22.413611,TAMP,TMSTP,"Tamesí, Tamps.",36.42
-97.804167,25.906111,TAMP,VCATP,"Villa Cárdenas, Tamps.",108.52
-98.666389,23.959444,TAMP,VGRTP,"Vicente Guerrero, Tamps.",56.4
-97.8,25.7,TAMP,VHMTP,"Valle Hermoso, Tamps.",113.01
-99.551111,24.566667,TAMP,VSMTP,"Victoria San Marcos, Tamps.",118.2
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",22.61
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",25.5
-97.647222,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",19.03
-98.246944,19.324722,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",18.8
-98.200556,19.556111,TLAX,SJATL,"San José Atlanga, Tlax.",29
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",31.6
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",40.5
-96.843889,19.695833,VER,ACAVC,"Acatlán, Ver.",61.54
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",19.02
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",23.01
-97.68,20.93,VER,ALAVC,"Alamo Temapache, Ver.",112.01
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",146.01
-95.4375,18.583333,VER,ARCVC,"Angel Rosario Cabada, Ver.",5.72
-96.944444,19.588889,VER,BANVC,"Banderilla, Ver.",193
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",117.8
-94.253889,17.954444,VER,CB2VC,"Planta de bombeo 2 de La Cangrejera, Ver.",39
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",91.2
-96.994444,19.332778,VER,CDCVC,"Cosautlán de Carvajal, Ver.",188.5
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",43.1
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",35.1
-97.545,21.068333,VER,CLHVC,"Chalahuite, Ver.",62.21
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",142.6
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",46.26
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",3.55
-95.295833,18.144444,VER,CTTVC,"Cuatotolapan, Ver.",33.51
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",26
-96.158333,19.067222,VER,ETEVC,"El Tejar, Ver.",10.21
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",88.5
-98.459167,21.773611,VER,HGOVC,"El Higo, Ver.",143.8
-98.2875,21.194444,VER,HLSVC,"Los Hules, Ver.",63.8
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",127.5
-96.554167,19.404167,VER,IDOVC,"Ídolos, Ver.",2.23
-94.666667,17.95,VER,JALVC,"Jáltipan, Ver.",31.9
-95.033333,17.433333,VER,JCRVC,"Jesús Carranza, Ver.",74
-94.088889,17.873611,VER,JDCVC,"San José del Carmen, Ver.",33.5
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",47.13
-95.359722,18.25,VER,LAUVC,"Lauchapan, Ver.",54.31
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",57.52
-97.232778,18.928889,VER,LGRVC,"Loma Grande, Ver.",4
-96.972778,20.051944,VER,LIBVC,"Libertad, Ver.",286.56
